_id,Currency,Date,Open,High,Low,Close,Volume,Market Cap
ObjectId("5e5a946645e7ef3284237333"),bitcoin,23/02/2018,"9,937.07","10,487.30","9,734.56"
ObjectId("5e5a946645e7ef3284237114"),bitcoin,20/08/2019,"10,916.35","10,947.04","10,618.96"
ObjectId("5e5a946645e7ef3284237388"),bitcoin,30/11/2017,"9,906.79","10,801.00","9,202.05"
ObjectId("5e5a946645e7ef3284237137"),bitcoin,16/07/2019,"10,896.65","10,996.63","9,448.11"
ObjectId("5e5a946645e7ef328423711a"),bitcoin,14/08/2019,"10,889.49","10,889.56","10,028.14"
ObjectId("5e5a946645e7ef328423712c"),bitcoin,27/07/2019,"9,871.16","10,167.32","9,411.52"
ObjectId("5e5a946645e7ef328423738a"),bitcoin,28/11/2017,"9,823.43","10,125.70","9,736.30"
ObjectId("5e5a946645e7ef328423712e"),bitcoin,25/07/2019,"9,809.10","10,154.25","9,773.96"
ObjectId("5e5a946645e7ef3284237327"),bitcoin,07/03/2018,"10,803.90","10,929.50","9,692.12"
ObjectId("5e5a946645e7ef3284237132"),bitcoin,21/07/2019,"10,777.53","10,841.89","10,389.60"
ObjectId("5e5a946645e7ef3284237113"),bitcoin,21/08/2019,"10,764.57","10,798.73","9,962.72"
ObjectId("5e5a946645e7ef3284237107"),bitcoin,02/09/2019,"9,757.47","10,396.59","9,730.65"
ObjectId("5e5a946645e7ef3284237135"),bitcoin,18/07/2019,"9,698.50","10,736.84","9,376.80"
ObjectId("5e5a946645e7ef3284237330"),bitcoin,26/02/2018,"9,669.43","10,475.00","9,501.73"
ObjectId("5e5a946645e7ef32842370d1"),bitcoin,26/10/2019,"8,667.58","10,021.74","8,662.62"
ObjectId("5e5a946645e7ef3284237134"),bitcoin,19/07/2019,"10,653.96","10,716.98","10,229.63"
ObjectId("5e5a946645e7ef3284237105"),bitcoin,04/09/2019,"10,621.18","10,762.64","10,434.71"
ObjectId("5e5a946645e7ef3284237128"),bitcoin,31/07/2019,"9,604.05","10,085.63","9,598.10"
ObjectId("5e5a946645e7ef3284237131"),bitcoin,22/07/2019,"10,596.95","10,651.79","10,154.92"
ObjectId("5e5a946645e7ef3284237145"),bitcoin,02/07/2019,"10,588.68","10,912.19","9,737.88"
ObjectId("5e5a946645e7ef3284237104"),bitcoin,05/09/2019,"10,588.18","10,627.27","10,516.42"
ObjectId("5e5a946645e7ef3284237103"),bitcoin,06/09/2019,"10,578.20","10,898.76","10,292.30"
ObjectId("5e5a946645e7ef3284237150"),bitcoin,21/06/2019,"9,525.07","10,144.56","9,525.07"
ObjectId("5e5a946645e7ef3284237125"),bitcoin,03/08/2019,"10,519.28","10,946.78","10,503.50"
ObjectId("5e5a946645e7ef3284237101"),bitcoin,08/09/2019,"10,518.11","10,595.64","10,409.09"
ObjectId("5e5a946645e7ef328423733b"),bitcoin,15/02/2018,"9,488.32","10,234.80","9,395.58"
ObjectId("5e5a946645e7ef3284237100"),bitcoin,09/09/2019,"10,443.23","10,450.31","10,144.93"
ObjectId("5e5a946645e7ef32842370fc"),bitcoin,13/09/2019,"10,415.36","10,441.49","10,226.60"
